Count,Name,Type,Cost,Rarity,Section
1,Tezzeret's Gambit,Sorcery,{3}{UP},Uncommon,main
1,Thrummingbird,Creature  - Bird Horror,{1}{U},Uncommon,main
1,Treasure Cruise,Sorcery,{7}{U},Common,main
1,Tuskguard Captain,Creature  - Human Warrior,{2}{G},Uncommon,main
1,Underground River,Land,,Rare,main
1,Vorel of the Hull Clade,Legendary Creature  - Human Merfolk,{1}{G}{U},Rare,main
1,Vulturous Zombie,Creature  - Plant Zombie,{3}{B}{G},Rare,main
1,Altered Ego,Creature  - Shapeshifter,{X}{2}{G}{U},Rare,sideboard
1,"Anafenza, the Foremost",Legendary Creature  - Human Soldier,{W}{B}{G},MythicRare,sideboard
1,Anguished Unmaking,Instant,{1}{W}{B},Rare,sideboard
1,Armorcraft Judge,Creature  - Elf Artificer,{3}{G},Uncommon,sideboard
1,Bloodspore Thrinax,Creature  - Lizard,{2}{G}{G},Rare,sideboard
1,Chasm Skulker,Creature  - Squid Horror,{2}{U},Rare,sideboard
1,Contagion Engine,Artifact,{6},Rare,sideboard
1,Counterspell,Instant,{U}{U},Common,sideboard
1,Fertilid,Creature  - Elemental,{2}{G},Uncommon,sideboard
1,Gyre Sage,Creature  - Elf Druid,{1}{G},Rare,sideboard
1,Inexorable Tide,Enchantment,{3}{U}{U},Rare,sideboard
1,Managorger Hydra,Creature  - Hydra,{2}{G},Rare,sideboard
1,Prime Speaker Zegana,Legendary Creature  - Merfolk Wizard,{2}{G}{G}{U}{U},MythicRare,sideboard
1,Retribution of the Ancients,Enchantment,{B},Rare,sideboard
1,Spike Weaver,Creature  - Spike,{2}{G}{G},Rare,sideboard
1,Utter End,Instant,{2}{W}{B},Rare,sideboard
1,Vivid Creek,Land,,Uncommon,sideboard
1,Vivid Grove,Land,,Uncommon,sideboard
1,Vivid Marsh,Land,,Uncommon,sideboard
1,Vivid Meadow,Land,,Uncommon,sideboard
1,Zameck Guildmage,Creature  - Elf Wizard,{G}{U},Uncommon,sideboard




