Count,Name,Type,Cost,Rarity,Section
1,Kaervek's Purge,Sorcery,{X}{B}{R},Uncommon,main
1,"Kalitas, Traitor of Ghet",Legendary Creature  - Vampire Warrior,{2}{B}{B},MythicRare,main
1,Keepsake Gorgon,Creature  - Gorgon,{3}{B}{B},Uncommon,main
1,"Kokusho, the Evening Star",Legendary Creature  - Dragon Spirit,{4}{B}{B},Rare,main
1,Kozilek's Channeler,Creature  - Eldrazi,{5},Common,main
1,Lightning Bolt,Instant,{R},Uncommon,main
1,Liliana Vess,Planeswalker  - Liliana,{3}{B}{B},MythicRare,main
1,Lord of Tresserhorn,Legendary Creature  - Zombie,{1}{U}{B}{R},Rare,main
1,Manalith,Artifact,{3},Common,main
1,Mind Grind,Sorcery,{X}{U}{B},Rare,main
1,Mortivore,Creature  - Lhurgoyf,{2}{B}{B},Rare,main
5,Mountain,Basic Land  - Mountain,,BasicLand,main
1,Navigator's Ruin,Enchantment,{2}{U},Uncommon,main
1,"Neheb, the Eternal",Legendary Creature  - Zombie Minotaur Warrior,{3}{R}{R},MythicRare,main
1,Nicol Bolas,Legendary Creature  - Elder Dragon,{2}{U}{U}{B}{B}{R}{R},Special,main
1,"Nicol Bolas, God-Pharaoh",Planeswalker  - Bolas,{4}{U}{B}{R},MythicRare,main
1,Nighthowler,Enchantment Creature  - Horror,{1}{B}{B},Rare,main
1,"Ob Nixilis, Unshackled",Legendary Creature  - Demon,{4}{B}{B},Rare,main
1,Painted Bluffs,Land  - Desert,,Common,main
1,Paragon of Open Graves,Creature  - Skeleton Warrior,{3}{B},Uncommon,main
1,Patron of the Nezumi,Legendary Creature  - Spirit,{5}{B}{B},Rare,main
1,Prophetic Prism,Artifact,{2},Common,main
1,Radiant Fountain,Land,,Common,main
1,Rakdos Guildgate,Land  - Gate,,Common,main
1,"Rakdos, Lord of Riots",Legendary Creature  - Demon,{B}{B}{R}{R},MythicRare,main
1,Reiver Demon,Creature  - Demon,{4}{B}{B}{B}{B},Rare,main
1,Relentless Assault,Sorcery,{2}{R}{R},Rare,main
1,Returned Centaur,Creature  - Zombie Centaur,{3}{B},Common,main
1,Royal Assassin,Creature  - Human Assassin,{1}{B}{B},Rare,main
1,Shimmering Grotto,Land,,Common,main
1,Sol Grail,Artifact,{3},Uncommon,main
1,Sol Ring,Artifact,{1},Uncommon,main
1,Sol'kanar the Swamp King,Legendary Creature  - Demon,{2}{U}{B}{R},Special,main
1,Sphinx's Tutelage,Enchantment,{2}{U},Uncommon,main
8,Swamp,Basic Land  - Swamp,,BasicLand,main
1,Terramorphic Expanse,Land,,Common,main
1,Terror,Instant,{1}{B},Common,main
1,Thespian's Stage,Land,,Rare,main
1,Thundermaw Hellkite,Creature  - Dragon,{3}{R}{R},MythicRare,main
1,Tyrant of Valakut,Creature  - Dragon,{5}{R}{R},Rare,main
1,Uncle Istvan,Creature  - Human,{1}{B}{B}{B},Special,main
1,Unknown Shores,Land,,Common,main
1,Warped Landscape,Land,,Common,main
1,Akroan Horse,Artifact Creature  - Horse,{4},Rare,sideboard
1,Blue Elemental Blast,Instant,{U},Common,sideboard
1,Chaoslace,Instant,{R},Rare,sideboard
1,Hydroblast,Instant,{U},Uncommon,sideboard
1,Pyroblast,Instant,{R},Uncommon,sideboard
1,Red Elemental Blast,Instant,{R},Common,sideboard
1,Sleight of Mind,Instant,{U},Rare,sideboard
1,Stone Calendar,Artifact,{5},Rare,sideboard
1,Street Spasm,Instant,{X}{R},Uncommon,sideboard
1,Vandalblast,Sorcery,{R},Uncommon,sideboard
1,Weapon Surge,Instant,{R},Common,sideboard
1,Zuran Orb,Artifact,{0},Uncommon,sideboard




